ID,Date,Temp_m,Generation,Irradiance,Capacity,Lat,Lon,Angle,Irradiance_m,Temp,Module
1967,2021/6/27,48.3,952,12.2,246.4,24.107,120.44,4.63,217567,28.8,AUO PM060MW3 320W
1968,2021/6/27,31.6,778,12.2,267.52,24.08,120.52,-2.13,163042,29,AUO PM060MW3 320W
1969,2021/6/27,31.7,831,12.2,278.4,24.09,120.52,0,160292,29,AUO PM060MW3 320W
1970,2021/6/27,36.2,312,12.2,99.2,24.08,120.5,1.76,435283,29,AUO PM060MW3 320W
1971,2021/6/27,37.1,1087,12.2,314.88,24.06,120.47,0,93954,29,AUO PM060MW3 320W
1972,2021/6/27,39.8,345,12.2,99.84,24.07,120.48,10.35,375817,29,AUO PM060MW3 320W
1973,2021/6/27,40.6,1230,12.2,352,24.07,120.47,0,94858,29,AUO PM060MW3 320W
1974,2021/6/27,60,1544,12.2,498.56,24.04,120.52,2.21,108783,29,AUO PM060MW3 320W
1975,2021/6/27,,2898,27.03,498.6,25.03,121.08,-95,7508,29.1,MM60-6RT-300
1976,2021/6/27,,1707,27.03,283.2,24.98,121.03,-31,7508,29.2,SEC-6M-60A-295
1977,2021/6/27,,2911,27.64,499.8,25.11,121.26,22,7678,30.8,MM60-6RT-300
1978,2021/6/27,,2436,27.64,438.3,25.11,121.26,-160,7678,30.8,MM60-6RT-300
1979,2021/6/28,26.1,1144,8.58,492.8,24.107,120.44,4.63,4,27.8,AUO PM060MW3 320W
1980,2021/6/28,26.1,575,8.58,246.4,24.107,120.44,4.63,8,27.8,AUO PM060MW3 320W
1981,2021/6/28,42.2,748,8.58,314.88,24.06,120.47,0,61871,28.2,AUO PM060MW3 320W
1982,2021/6/28,42.9,233,8.58,99.2,24.08,120.5,1.76,17,28.2,AUO PM060MW3 320W
1983,2021/6/28,43,828,8.58,352,24.07,120.47,0,63692,28.2,AUO PM060MW3 320W
1984,2021/6/28,44.6,232,8.58,99.84,24.07,120.48,10.35,247483,28.2,AUO PM060MW3 320W
1985,2021/6/28,46,564,8.58,267.52,24.08,120.52,-2.13,113492,28.2,AUO PM060MW3 320W
1986,2021/6/28,49.8,594,8.58,278.4,24.09,120.52,0,113525,28.2,AUO PM060MW3 320W
1987,2021/6/28,60,1109,8.58,498.56,24.04,120.52,2.21,4,28.2,AUO PM060MW3 320W
1988,2021/6/28,,1332,18.77,283.2,24.98,121.03,-31,5214,28.4,SEC-6M-60A-295
1989,2021/6/28,,2202,18.77,498.6,25.03,121.08,-95,5214,28.6,MM60-6RT-300
1990,2021/6/28,,2012,14.39,499.8,25.11,121.26,22,3997,30.2,MM60-6RT-300
1991,2021/6/28,,1696,14.39,438.3,25.11,121.26,-160,3997,30.2,MM60-6RT-300
1992,2021/6/29,43.3,1230,9.57,492.8,24.107,120.44,4.63,28892,28.3,AUO PM060MW3 320W
1993,2021/6/29,43.3,624,9.57,246.4,24.107,120.44,4.63,57700,28.3,AUO PM060MW3 320W
1994,2021/6/29,40.9,756,9.57,314.88,24.06,120.47,0,27942,28.5,AUO PM060MW3 320W
1995,2021/6/29,42.9,838,9.57,352,24.07,120.47,0,28704,28.5,AUO PM060MW3 320W
1996,2021/6/29,44.2,234,9.57,99.84,24.07,120.48,10.35,111767,28.5,AUO PM060MW3 320W
1997,2021/6/29,44.5,239,9.57,99.2,24.08,120.5,1.76,115567,28.5,AUO PM060MW3 320W
1998,2021/6/29,45.5,561,9.57,267.52,24.08,120.52,-2.13,50533,28.5,AUO PM060MW3 320W
1999,2021/6/29,48.9,594,9.57,278.4,24.09,120.52,0,47217,28.5,AUO PM060MW3 320W
2000,2021/6/29,60,1199,9.57,498.56,24.04,120.52,2.21,28850,28.5,AUO PM060MW3 320W
2001,2021/6/29,,2238,20.53,498.6,25.03,121.08,-95,5703,28.7,MM60-6RT-300
2002,2021/6/29,,1375,20.53,283.2,24.98,121.03,-31,5703,28.7,SEC-6M-60A-295
2003,2021/6/29,,2397,18.79,499.8,25.11,121.26,22,5219,30.7,MM60-6RT-300
2004,2021/6/29,,1987,18.79,438.3,25.11,121.26,-160,5219,30.7,MM60-6RT-300
2005,2021/6/30,,2858,26.38,498.6,25.03,121.08,-95,7328,28.8,MM60-6RT-300
2006,2021/6/30,,1701,26.38,283.2,24.98,121.03,-31,7328,28.9,SEC-6M-60A-295
2007,2021/6/30,52,2574,22.81,492.8,24.107,120.44,4.63,153888,29.4,AUO PM060MW3 320W
2008,2021/6/30,52,1296,22.81,246.4,24.107,120.44,4.63,307775,29.4,AUO PM060MW3 320W
2009,2021/6/30,44.4,1581,22.81,314.88,24.06,120.47,0,145629,30,AUO PM060MW3 320W
2010,2021/6/30,45.9,1224,22.81,267.52,24.08,120.52,-2.13,283833,30,AUO PM060MW3 320W
2011,2021/6/30,48.6,488,22.81,99.2,24.08,120.5,1.76,615550,30,AUO PM060MW3 320W
2012,2021/6/30,48.7,1285,22.81,278.4,24.09,120.52,0,266125,30,AUO PM060MW3 320W
2013,2021/6/30,49.6,511,22.81,99.84,24.07,120.48,10.35,582517,30,AUO PM060MW3 320W
2014,2021/6/30,51.4,1783,22.81,352,24.07,120.47,0,147629,30,AUO PM060MW3 320W
2015,2021/6/30,60,2516,22.81,498.56,24.04,120.52,2.21,153888,30,AUO PM060MW3 320W
2016,2021/6/30,,2652,26.02,499.8,25.11,121.26,22,7228,30.5,MM60-6RT-300
2017,2021/6/30,,2224,26.02,438.3,25.11,121.26,-160,7228,30.5,MM60-6RT-300
2018,2021/7/1,,3147,26.85,498.6,25.03,121.08,-95,7458,28.8,MM60-6RT-300
2019,2021/7/1,,1816,26.85,283.2,24.98,121.03,-31,7458,28.9,SEC-6M-60A-295
2020,2021/7/1,55.1,1393,26.36,246.4,24.107,120.44,4.63,334933,29.4,AUO PM060MW3 320W
2021,2021/7/1,55.2,2776,26.36,492.8,24.107,120.44,4.63,167467,29.4,AUO PM060MW3 320W
2022,2021/7/1,42.3,1801,26.36,314.88,24.06,120.47,0,167879,30.4,AUO PM060MW3 320W
2023,2021/7/1,49.9,574,26.36,99.84,24.07,120.48,10.35,671517,30.4,AUO PM060MW3 320W
2024,2021/7/1,56.9,1392,26.36,267.52,24.08,120.52,-2.13,319867,30.4,AUO PM060MW3 320W
2025,2021/7/1,57.4,1411,26.36,278.4,24.09,120.52,0,302875,30.4,AUO PM060MW3 320W
2026,2021/7/1,58.4,1979,26.36,352,24.07,120.47,0,168633,30.4,AUO PM060MW3 320W
2027,2021/7/1,58.8,510,26.36,99.2,24.08,120.5,1.76,669867,30.4,AUO PM060MW3 320W
2028,2021/7/1,60,2829,26.36,498.56,24.04,120.52,2.21,167467,30.4,AUO PM060MW3 320W
2029,2021/7/1,,2875,25.57,499.8,25.11,121.26,22,7103,30.6,MM60-6RT-300
2030,2021/7/1,,2367,25.57,438.3,25.11,121.26,-160,7103,30.6,MM60-6RT-300
2031,2021/7/2,,2974,28.23,498.6,25.03,121.08,-95,7842,28.6,MM60-6RT-300
2032,2021/7/2,,1765,28.23,283.2,24.98,121.03,-31,7842,28.7,SEC-6M-60A-295
2033,2021/7/2,57.2,2721,23.6,492.8,24.107,120.44,4.63,164142,29.6,AUO PM060MW3 320W
2034,2021/7/2,57.2,1362,23.6,246.4,24.107,120.44,4.63,328267,29.6,AUO PM060MW3 320W
2035,2021/7/2,46.6,1724,23.6,314.88,24.06,120.47,0,161558,30.4,AUO PM060MW3 320W
2036,2021/7/2,50.6,552,23.6,99.84,24.07,120.48,10.35,646233,30.4,AUO PM060MW3 320W
2037,2021/7/2,50.8,1401,23.6,278.4,24.09,120.52,0,294933,30.4,AUO PM060MW3 320W
2038,2021/7/2,51.6,1353,23.6,267.52,24.08,120.52,-2.13,318283,30.4,AUO PM060MW3 320W
2039,2021/7/2,52.4,1914,23.6,352,24.07,120.47,0,162483,30.4,AUO PM060MW3 320W
2040,2021/7/2,53,541,23.6,99.2,24.08,120.5,1.76,656567,30.4,AUO PM060MW3 320W
2041,2021/7/2,54.7,2609,23.6,498.56,24.04,120.52,2.21,164133,30.4,AUO PM060MW3 320W
2042,2021/7/2,,2987,27.21,499.8,25.11,121.26,22,7558,30.4,MM60-6RT-300
2043,2021/7/2,,2487,27.21,438.3,25.11,121.26,-160,7558,30.4,MM60-6RT-300
2044,2021/7/3,,2934,28.05,498.6,25.03,121.08,-95,7792,28.4,MM60-6RT-300
2045,2021/7/3,,1741,28.05,283.2,24.98,121.03,-31,7792,28.7,SEC-6M-60A-295
2046,2021/7/3,55.7,2717,24.91,492.8,24.107,120.44,4.63,197317,29.7,AUO PM060MW3 320W
2047,2021/7/3,55.7,1358,24.91,246.4,24.107,120.44,4.63,394633,29.7,AUO PM060MW3 320W
2048,2021/7/3,,2811,27.8,499.8,25.11,121.26,22,7722,30.2,MM60-6RT-300
2049,2021/7/3,,2355,27.8,438.3,25.11,121.26,-160,7722,30.2,MM60-6RT-300
2050,2021/7/3,50.7,1800,24.91,314.88,24.06,120.47,0,173017,30.6,AUO PM060MW3 320W
2051,2021/7/3,51.1,1331,24.91,267.52,24.08,120.52,-2.13,310092,30.6,AUO PM060MW3 320W
2052,2021/7/3,53.1,549,24.91,99.2,24.08,120.5,1.76,789267,30.6,AUO PM060MW3 320W
2053,2021/7/3,58.4,591,24.91,99.84,24.07,120.48,10.35,692067,30.6,AUO PM060MW3 320W
2054,2021/7/3,60.4,1370,24.91,278.4,24.09,120.52,0,297867,30.6,AUO PM060MW3 320W
2055,2021/7/3,62.9,2023,24.91,352,24.07,120.47,0,172929,30.6,AUO PM060MW3 320W
2056,2021/7/3,60,2755,24.91,498.56,24.04,120.52,2.21,197317,30.6,AUO PM060MW3 320W
2057,2021/7/4,,2285,20.69,498.6,25.03,121.08,-95,5747,28.6,MM60-6RT-300
2058,2021/7/4,,1343,20.69,283.2,24.98,121.03,-31,5747,28.6,SEC-6M-60A-295
2059,2021/7/4,,2329,12.59,499.8,25.11,121.26,22,3497,29.7,MM60-6RT-300
2060,2021/7/4,,1947,12.59,438.3,25.11,121.26,-160,3497,29.7,MM60-6RT-300
2061,2021/7/4,55,2733,26.03,492.8,24.107,120.44,4.63,165321,29.9,AUO PM060MW3 320W
2062,2021/7/4,55,1365,26.03,246.4,24.107,120.44,4.63,330633,29.9,AUO PM060MW3 320W
2063,2021/7/4,47,1862,26.03,314.88,24.06,120.47,0,165358,30.6,AUO PM060MW3 320W
2064,2021/7/4,56.8,584,26.03,99.84,24.07,120.48,10.35,661433,30.6,AUO PM060MW3 320W
2065,2021/7/4,57.1,2016,26.03,352,24.07,120.47,0,171700,30.6,AUO PM060MW3 320W
2066,2021/7/4,57.2,569,26.03,99.2,24.08,120.5,1.76,661283,30.6,AUO PM060MW3 320W
2067,2021/7/4,60.8,1365,26.03,267.52,24.08,120.52,-2.13,318983,30.6,AUO PM060MW3 320W
2068,2021/7/4,63,1379,26.03,278.4,24.09,120.52,0,295100,30.6,AUO PM060MW3 320W
2069,2021/7/4,47.2,2713,26.03,498.56,24.04,120.52,2.21,165317,30.6,AUO PM060MW3 320W
2070,2021/7/5,,2888,28.59,498.6,25.03,121.08,-95,7942,28.7,MM60-6RT-300
2071,2021/7/5,,1698,28.59,283.2,24.98,121.03,-31,7942,28.9,SEC-6M-60A-295
2072,2021/7/5,,2802,27.53,499.8,25.11,121.26,22,7647,30.3,MM60-6RT-300
2073,2021/7/5,,2339,27.53,438.3,25.11,121.26,-160,7647,30.3,MM60-6RT-300
2074,2021/7/5,53.3,2864,27.86,492.8,24.107,120.44,4.63,173250,30.4,AUO PM060MW3 320W
2075,2021/7/5,53.3,1432,27.86,246.4,24.107,120.44,4.63,346500,30.4,AUO PM060MW3 320W
2076,2021/7/5,45.5,1930,27.86,314.88,24.06,120.47,0,174067,31.2,AUO PM060MW3 320W
2077,2021/7/5,49,595,27.86,99.2,24.08,120.5,1.76,693000,31.2,AUO PM060MW3 320W
2078,2021/7/5,54.3,2143,27.86,352,24.07,120.47,0,181250,31.2,AUO PM060MW3 320W
2079,2021/7/5,57.5,1537,27.86,278.4,24.09,120.52,0,337750,31.2,AUO PM060MW3 320W
2080,2021/7/5,58.4,605,27.86,99.84,24.07,120.48,10.35,696267,31.2,AUO PM060MW3 320W
2081,2021/7/5,63.8,1506,27.86,267.52,24.08,120.52,-2.13,348792,31.2,AUO PM060MW3 320W
2082,2021/7/5,55.5,3036,27.86,498.56,24.04,120.52,2.21,173250,31.2,AUO PM060MW3 320W
2083,2021/7/6,,1995,16.34,498.6,25.03,121.08,-95,4539,28.3,MM60-6RT-300
2084,2021/7/6,,1124,16.34,283.2,24.98,121.03,-31,4539,28.3,SEC-6M-60A-295
2085,2021/7/6,51.5,2038,16.6,492.8,24.107,120.44,4.63,197867,29.8,AUO PM060MW3 320W
2086,2021/7/6,51.5,1019,16.6,246.4,24.107,120.44,4.63,395767,29.8,AUO PM060MW3 320W
2087,2021/7/6,37.6,857,16.6,267.52,24.08,120.52,-2.13,189808,30.4,AUO PM060MW3 320W
2088,2021/7/6,38.2,893,16.6,278.4,24.09,120.52,0,184700,30.4,AUO PM060MW3 320W
2089,2021/7/6,41.4,1241,16.6,314.88,24.06,120.47,0,102388,30.4,AUO PM060MW3 320W
2090,2021/7/6,46.8,368,16.6,99.84,24.07,120.48,10.35,409550,30.4,AUO PM060MW3 320W
2091,2021/7/6,48.1,1356,16.6,352,24.07,120.47,0,107113,30.4,AUO PM060MW3 320W
2092,2021/7/6,54.1,360,16.6,99.2,24.08,120.5,1.76,791467,30.4,AUO PM060MW3 320W
2093,2021/7/6,60,1851,16.6,498.56,24.04,120.52,2.21,197883,30.4,AUO PM060MW3 320W
2094,2021/7/6,,2286,18.04,499.8,25.11,121.26,22,5011,30.8,MM60-6RT-300
2095,2021/7/6,,1946,18.04,438.3,25.11,121.26,-160,5011,30.8,MM60-6RT-300
2096,2021/7/7,,2680,26.36,498.6,25.03,121.08,-95,7322,28.9,MM60-6RT-300
2097,2021/7/7,,1623,26.36,283.2,24.98,121.03,-31,7322,29.2,SEC-6M-60A-295
2098,2021/7/7,48,1729,15.02,492.8,24.107,120.44,4.63,256654,30,AUO PM060MW3 320W
2099,2021/7/7,48,860,15.02,246.4,24.107,120.44,4.63,513308,30,AUO PM060MW3 320W
2100,2021/7/7,41.2,1101,15.02,314.88,24.06,120.47,0,97313,30.4,AUO PM060MW3 320W
2101,2021/7/7,45.4,342,15.02,99.2,24.08,120.5,1.76,1026617,30.4,AUO PM060MW3 320W
2102,2021/7/7,45.9,350,15.02,99.84,24.07,120.48,10.35,389250,30.4,AUO PM060MW3 320W
2103,2021/7/7,47.2,1216,15.02,352,24.07,120.47,0,98508,30.4,AUO PM060MW3 320W
2104,2021/7/7,50.5,796,15.02,267.52,24.08,120.52,-2.13,177008,30.4,AUO PM060MW3 320W
2105,2021/7/7,52.5,807,15.02,278.4,24.09,120.52,0,176725,30.4,AUO PM060MW3 320W
2106,2021/7/7,60,1610,15.02,498.56,24.04,120.52,2.21,256654,30.4,AUO PM060MW3 320W
2107,2021/7/7,,2347,18.03,499.8,25.11,121.26,22,5008,30.4,MM60-6RT-300
2108,2021/7/7,,1969,18.03,438.3,25.11,121.26,-160,5008,30.4,MM60-6RT-300
2109,2021/7/8,,2880,27.77,498.6,25.03,121.08,-95,7714,28.9,MM60-6RT-300
2110,2021/7/8,,1680,27.77,283.2,24.98,121.03,-31,7714,29.2,SEC-6M-60A-295
2111,2021/7/8,54.9,2828,26.54,492.8,24.107,120.44,4.63,193863,30,AUO PM060MW3 320W
2112,2021/7/8,54.9,1412,26.54,246.4,24.107,120.44,4.63,387717,30,AUO PM060MW3 320W
2113,2021/7/8,47.4,1751,26.54,314.88,24.06,120.47,0,159738,30.7,AUO PM060MW3 320W
2114,2021/7/8,50.8,1959,26.54,352,24.07,120.47,0,167225,30.7,AUO PM060MW3 320W
2115,2021/7/8,52.9,1426,26.54,267.52,24.08,120.52,-2.13,337992,30.7,AUO PM060MW3 320W
2116,2021/7/8,53.3,575,26.54,99.2,24.08,120.5,1.76,775450,30.7,AUO PM060MW3 320W
2117,2021/7/8,53.7,573,26.54,99.84,24.07,120.48,10.35,638950,30.7,AUO PM060MW3 320W
2118,2021/7/8,62.7,1451,26.54,278.4,24.09,120.52,0,318058,30.7,AUO PM060MW3 320W
2119,2021/7/8,60,2758,26.54,498.56,24.04,120.52,2.21,193858,30.7,AUO PM060MW3 320W
2120,2021/7/8,,2833,25.91,499.8,25.11,121.26,22,7197,31,MM60-6RT-300
2121,2021/7/8,,2341,25.91,438.3,25.11,121.26,-160,7197,31,MM60-6RT-300
2122,2021/7/9,,2832,28.82,498.6,25.03,121.08,-95,8006,29,MM60-6RT-300
2123,2021/7/9,,1761,28.82,283.2,24.98,121.03,-31,8006,29.1,SEC-6M-60A-295
2124,2021/7/9,56.5,1397,24.17,246.4,24.107,120.44,4.63,329225,30.1,AUO PM060MW3 320W
2125,2021/7/9,56.8,2798,24.17,492.8,24.107,120.44,4.63,164192,30.1,AUO PM060MW3 320W
2126,2021/7/9,48.6,548,24.17,99.2,24.08,120.5,1.76,656767,30.8,AUO PM060MW3 320W
2127,2021/7/9,51.4,1832,24.17,314.88,24.06,120.47,0,158946,30.8,AUO PM060MW3 320W
2128,2021/7/9,51.9,571,24.17,99.84,24.07,120.48,10.35,635783,30.8,AUO PM060MW3 320W
2129,2021/7/9,52.4,1338,24.17,267.52,24.08,120.52,-2.13,318717,30.8,AUO PM060MW3 320W
2130,2021/7/9,55,1372,24.17,278.4,24.09,120.52,0,298808,30.8,AUO PM060MW3 320W
2131,2021/7/9,62.6,1999,24.17,352,24.07,120.47,0,173004,30.8,AUO PM060MW3 320W
2132,2021/7/9,60,2795,24.17,498.56,24.04,120.52,2.21,164613,30.8,AUO PM060MW3 320W
2133,2021/7/9,,3044,28.7,499.8,25.11,121.26,22,7972,30.8,MM60-6RT-300
2134,2021/7/9,,2544,28.7,438.3,25.11,121.26,-160,7972,30.8,MM60-6RT-300
2135,2021/7/10,,2540,24.48,498.6,25.03,121.08,-95,6800,29.3,MM60-6RT-300
2136,2021/7/10,,1558,24.48,283.2,24.98,121.03,-31,6800,29.3,SEC-6M-60A-295
2137,2021/7/10,34.3,2623,22.61,492.8,24.107,120.44,4.63,48633,30.5,AUO PM060MW3 320W
2138,2021/7/10,34.3,1309,22.61,246.4,24.107,120.44,4.63,97267,30.5,AUO PM060MW3 320W
2139,2021/7/10,,2598,22.34,499.8,25.11,121.26,22,6206,30.6,MM60-6RT-300
2140,2021/7/10,,2166,22.34,438.3,25.11,121.26,-160,6206,30.6,MM60-6RT-300
2141,2021/7/10,46.7,1640,22.61,314.88,24.06,120.47,0,139725,30.9,AUO PM060MW3 320W
2142,2021/7/10,49.5,1735,22.61,352,24.07,120.47,0,145958,30.9,AUO PM060MW3 320W
2143,2021/7/10,50.1,493,22.61,99.2,24.08,120.5,1.76,194533,30.9,AUO PM060MW3 320W
2144,2021/7/10,54.3,509,22.61,99.84,24.07,120.48,10.35,558900,30.9,AUO PM060MW3 320W
2145,2021/7/10,57.2,1148,22.61,267.52,24.08,120.52,-2.13,268192,30.9,AUO PM060MW3 320W
2146,2021/7/10,62.9,1226,22.61,278.4,24.09,120.52,0,261750,30.9,AUO PM060MW3 320W
2147,2021/7/10,60,2453,22.61,498.56,24.04,120.52,2.21,48633,30.9,AUO PM060MW3 320W
2148,2021/7/11,,1395,22.84,283.2,24.98,121.03,-31,6344,29,SEC-6M-60A-295
2149,2021/7/11,,2457,22.84,498.6,25.03,121.08,-95,6344,29.1,MM60-6RT-300
2150,2021/7/11,,2561,16.81,499.8,25.11,121.26,22,4669,29.7,MM60-6RT-300
2151,2021/7/11,,2135,16.81,438.3,25.11,121.26,-160,4669,29.7,MM60-6RT-300
2152,2021/7/11,34.3,2170,18.64,492.8,24.107,120.44,4.63,48679,30.2,AUO PM060MW3 320W
2153,2021/7/11,34.3,1088,18.64,246.4,24.107,120.44,4.63,97358,30.2,AUO PM060MW3 320W
2154,2021/7/11,42.9,2090,18.64,498.56,24.04,120.52,2.21,48679,30.7,AUO PM060MW3 320W
2155,2021/7/11,44.3,1335,18.64,314.88,24.06,120.47,0,101942,30.7,AUO PM060MW3 320W
2156,2021/7/11,46.1,1449,18.64,352,24.07,120.47,0,119225,30.7,AUO PM060MW3 320W
2157,2021/7/11,46.4,857,18.64,267.52,24.08,120.52,-2.13,184767,30.7,AUO PM060MW3 320W
2158,2021/7/11,46.9,920,18.64,278.4,24.09,120.52,0,186750,30.7,AUO PM060MW3 320W
2159,2021/7/11,47.7,372,18.64,99.84,24.07,120.48,10.35,407767,30.7,AUO PM060MW3 320W
2160,2021/7/11,50.8,348,18.64,99.2,24.08,120.5,1.76,194717,30.7,AUO PM060MW3 320W
2161,2021/7/12,,1841,21.58,498.6,25.03,121.08,-95,5994,28.9,MM60-6RT-300
2162,2021/7/12,,1418,21.58,283.2,24.98,121.03,-31,5994,28.9,SEC-6M-60A-295
2163,2021/7/12,,2433,16.21,499.8,25.11,121.26,22,4503,29.8,MM60-6RT-300
2164,2021/7/12,,2039,16.21,438.3,25.11,121.26,-160,4503,29.8,MM60-6RT-300
2165,2021/7/12,34.3,2545,17.85,492.8,24.107,120.44,4.63,48633,30.3,AUO PM060MW3 320W
2166,2021/7/12,34.3,1269,17.85,246.4,24.107,120.44,4.63,97267,30.3,AUO PM060MW3 320W
2167,2021/7/12,40.2,1904,17.85,498.56,24.04,120.52,2.21,48633,30.8,AUO PM060MW3 320W
2168,2021/7/12,44.5,1485,17.85,314.88,24.06,120.47,0,133242,30.8,AUO PM060MW3 320W
2169,2021/7/12,51.2,1669,17.85,352,24.07,120.47,0,140317,30.8,AUO PM060MW3 320W
2170,2021/7/12,51.8,486,17.85,99.84,24.07,120.48,10.35,532967,30.8,AUO PM060MW3 320W
2171,2021/7/12,52,428,17.85,99.2,24.08,120.5,1.76,194533,30.8,AUO PM060MW3 320W
2172,2021/7/12,56,1140,17.85,278.4,24.09,120.52,0,240875,30.8,AUO PM060MW3 320W
2173,2021/7/12,59.7,973,17.85,267.52,24.08,120.52,-2.13,216408,30.8,AUO PM060MW3 320W
2174,2021/7/13,,1453,21.95,283.2,24.98,121.03,-31,6097,28.9,SEC-6M-60A-295
2175,2021/7/13,,2333,21.95,498.6,25.03,121.08,-95,6097,29,MM60-6RT-300
2176,2021/7/13,,2121,17.7,499.8,25.11,121.26,22,4917,29.4,MM60-6RT-300
2177,2021/7/13,,1760,17.7,438.3,25.11,121.26,-160,4917,29.4,MM60-6RT-300
2178,2021/7/13,34.3,2534,19.51,492.8,24.107,120.44,4.63,48679,29.5,AUO PM060MW3 320W
2179,2021/7/13,34.3,1269,19.51,246.4,24.107,120.44,4.63,97358,29.5,AUO PM060MW3 320W
2180,2021/7/13,41.5,1081,19.51,278.4,24.09,120.52,0,232592,30,AUO PM060MW3 320W
2181,2021/7/13,42.2,1038,19.51,267.52,24.08,120.52,-2.13,240950,30,AUO PM060MW3 320W
2182,2021/7/13,42.7,2220,19.51,498.56,24.04,120.52,2.21,48679,30,AUO PM060MW3 320W
2183,2021/7/13,48.9,1717,19.51,314.88,24.06,120.47,0,145621,30,AUO PM060MW3 320W
2184,2021/7/13,52.3,496,19.51,99.2,24.08,120.5,1.76,194717,30,AUO PM060MW3 320W
2185,2021/7/13,57.3,1856,19.51,352,24.07,120.47,0,159500,30,AUO PM060MW3 320W
2186,2021/7/13,57.5,528,19.51,99.84,24.07,120.48,10.35,582483,30,AUO PM060MW3 320W
2187,2021/7/14,,1482,22.32,283.2,24.98,121.03,-31,6200,29.3,SEC-6M-60A-295
2188,2021/7/14,,2582,22.32,498.6,25.03,121.08,-95,6200,29.5,MM60-6RT-300
2189,2021/7/14,34.3,2943,26.1,492.8,24.107,120.44,4.63,48588,30,AUO PM060MW3 320W
2190,2021/7/14,34.3,1470,26.1,246.4,24.107,120.44,4.63,97175,30,AUO PM060MW3 320W
2191,2021/7/14,,2785,19.37,499.8,25.11,121.26,22,5381,30.2,MM60-6RT-300
2192,2021/7/14,,2297,19.37,438.3,25.11,121.26,-160,5381,30.2,MM60-6RT-300
2193,2021/7/14,42.9,2718,26.1,498.56,24.04,120.52,2.21,48588,30.9,AUO PM060MW3 320W
2194,2021/7/14,46.5,1833,26.1,314.88,24.06,120.47,0,174154,30.9,AUO PM060MW3 320W
2195,2021/7/14,53.2,2092,26.1,352,24.07,120.47,0,177563,30.9,AUO PM060MW3 320W
2196,2021/7/14,53.6,571,26.1,99.2,24.08,120.5,1.76,194350,30.9,AUO PM060MW3 320W
2197,2021/7/14,56.3,598,26.1,99.84,24.07,120.48,10.35,696617,30.9,AUO PM060MW3 320W
2198,2021/7/14,60.8,1340,26.1,278.4,24.09,120.52,0,286450,30.9,AUO PM060MW3 320W
2199,2021/7/14,65,1295,26.1,267.52,24.08,120.52,-2.13,296000,30.9,AUO PM060MW3 320W
2200,2021/7/15,34.3,2483,20.9,492.8,24.107,120.44,4.63,48679,29.7,AUO PM060MW3 320W
2201,2021/7/15,34.3,1242,20.9,246.4,24.107,120.44,4.63,97358,29.7,AUO PM060MW3 320W
2202,2021/7/15,,2561,22.74,498.6,25.03,121.08,-95,6317,29.8,MM60-6RT-300
2203,2021/7/15,,1556,22.74,283.2,24.98,121.03,-31,6317,29.8,SEC-6M-60A-295
2204,2021/7/15,50.2,1240,20.9,314.88,24.06,120.47,0,138975,29.9,AUO PM060MW3 320W
2205,2021/7/15,52.5,2237,20.9,498.56,24.04,120.52,2.21,48679,29.9,AUO PM060MW3 320W
2206,2021/7/15,53.3,1056,20.9,278.4,24.09,120.52,0,235500,29.9,AUO PM060MW3 320W
2207,2021/7/15,55.8,455,20.9,99.2,24.08,120.5,1.76,194717,29.9,AUO PM060MW3 320W
2208,2021/7/15,58.6,484,20.9,99.84,24.07,120.48,10.35,555900,29.9,AUO PM060MW3 320W
2209,2021/7/15,60.1,1629,20.9,352,24.07,120.47,0,137958,29.9,AUO PM060MW3 320W
2210,2021/7/15,63.4,1046,20.9,267.52,24.08,120.52,-2.13,249567,29.9,AUO PM060MW3 320W
2211,2021/7/15,,2819,21.23,499.8,25.11,121.26,22,5897,31.7,MM60-6RT-300
2212,2021/7/15,,2352,21.23,438.3,25.11,121.26,-160,5897,31.7,MM60-6RT-300
2213,2021/7/16,,1459,22.4,283.2,24.98,121.03,-31,6222,29,SEC-6M-60A-295
2214,2021/7/16,,2285,22.4,498.6,25.03,121.08,-95,6222,29.1,MM60-6RT-300
2215,2021/7/16,34.3,2665,19.31,492.8,24.107,120.44,4.63,48679,29.4,AUO PM060MW3 320W
2216,2021/7/16,34.3,1331,19.31,246.4,24.107,120.44,4.63,97358,29.4,AUO PM060MW3 320W
2217,2021/7/16,42.4,486,19.31,99.2,24.08,120.5,1.76,194717,29.6,AUO PM060MW3 320W
2218,2021/7/16,44.3,1046,19.31,278.4,24.09,120.52,0,223450,29.6,AUO PM060MW3 320W
2219,2021/7/16,45.6,1059,19.31,267.52,24.08,120.52,-2.13,239550,29.6,AUO PM060MW3 320W
2220,2021/7/16,46.8,487,19.31,99.84,24.07,120.48,10.35,560650,29.6,AUO PM060MW3 320W
2221,2021/7/16,53.6,2028,19.31,498.56,24.04,120.52,2.21,48679,29.6,AUO PM060MW3 320W
2222,2021/7/16,62.5,1743,19.31,352,24.07,120.47,0,147296,29.6,AUO PM060MW3 320W
2223,2021/7/16,,2871,18.21,499.8,25.11,121.26,22,5058,31.1,MM60-6RT-300
2224,2021/7/16,,2423,18.21,438.3,25.11,121.26,-160,5058,31.1,MM60-6RT-300
2225,2021/7/17,,1362,22.82,283.2,24.98,121.03,-31,6339,29.4,SEC-6M-60A-295
2226,2021/7/17,,2452,22.82,498.6,25.03,121.08,-95,6339,29.5,MM60-6RT-300
